Nom	Nature	Classe	Structure	Effort nominal	Tau	Effort transversal en DP	Tau en DP	Caché	Hauteur totale	Element de base	Nom CAPFT	NomGESPOT	Description	Largeurbase	Epaisseurbase	bC3	bC3C	Graphique
12 JS 1     	BO	JS  	S	2.55	0.85	1	0.66	0	12	-1	12 JS 1     		Jumelé bois	207	414	45	50	RONDD
12 JS 1,4   	BO	JS  	S	3.2	0.85	1.4	0.66	0	12	-1	12 JS 1,4   		Jumelé bois	227	454	60	75	RONDD
12 JS 1,9   	BO	JS  	S	5	0.85	2	0.66	0	12	-1	12 JS 1,9   		Jumelé bois	248	496	80	0	RONDD
12 JS 2,55  	BO	JS  	S	6.5	0.85	2.6	0.66	0	12	-1	12 JS 2,55  		Jumelé bois	268	536	95	0	RONDD
12 JS 3,25  	BO	JS  	S	8	0.85	3.3	0.66	0	12	-1	12 JS 3,25  		Jumelé bois	288	576	120	0	RONDD
12 JS 4,3   	BO	JS  	S	10.1	0.85	4.3	0.66	0	12	-1	12 JS 4,3   		Jumelé bois	314	628	130	0	RONDD
12 JS 5,5   	BO	JS  	S	14	0.85	5.5	0.66	0	12	-1	12 JS 5,5   		Jumelé bois	339	678	145	0	RONDD
12 CFY 1,4  	BO	CFY 	S	6.5	0.5	6.5	0.15	0	12	-1	12 CFY 1,4  		Contrefiché bois    	454	454	0	0	RONDD
12 CFY 2,55 	BO	CFY 	S	10	0.5	10	0.15	0	12	-1	12 CFY 2,55 		Contrefiché bois    	536	536	30	40	RONDD
12 CFZ 1,4  	BO	CFZ 	S	9.3	0.35	9.3	0.1	0	12	-1	12 CFZ 1,4  		Contrefiché bois    	454	454	30	40	RONDD
12 CFZ 2,55 	BO	CFZ 	S	16	0.35	16	0.1	0	12	-1	12 CFZ 2,55 		Contrefiché bois    	536	536	45	55	RONDD
12 HS 1,9   	BO	HS  	S	12.5	0.1	16	0.04	0	12	-1	12 HS 1,9   		Haubané bois	248	248	40	40	RONDH
12 HS 2,55  	BO	HS  	S	20	0.1	20	0.04	0	12	-1	12 HS 2,55  		Haubané bois	268	268	45	50	RONDH
12 HS 3,25  	BO	HS  	S	25	0.1	25	0.04	0	12	-1	12 HS 3,25  		Haubané bois	288	288	50	70	RONDH
12 CH 1,9   	BO	CH  	S	16	0.25	16	0.09	0	12	-1	12 CH 1,9   		Chevron bois       	496	496	50	60	RONDD
12 CH 2,55  	BO	CH  	S	16	0.25	20	0.09	0	12	-1	12 CH 2,55  		Chevron bois       	536	536	60	75	RONDD
12 CH 3,25  	BO	CH  	S	25	0.25	25	0.09	0	12	-1	12 CH 3,25  		Chevron bois       	576	576	70	90	RONDD
12 D 2,5    	BE	D   	S	2.5	0.5	-1	1000	0	12	-1	12 D 2,5    		Béton simple rectangulaire	274	400	40	65	RECT
12 D 3,2    	BE	D	S	3.2	0.5	-1	1000	0	12	-1	12 D 3,2    		Béton simple rectangulaire	290	440	40	70	RECT
12 D 4      	BE	D   	S	4	0.5	-1	1000	0	12	-1	12 D 4      		Béton simple rectangulaire	294	440	40	70	RECT
12 D 5      	BE	D   	S	5	0.5	-1	1000	0	12	-1	12 D 5      		Béton simple rectangulaire	314	480	50	70	RECT
12 D 6,5    	BE	D   	S	6.5	0.5	-1	1000	0	12	-1	12 D 6,5    		Béton simple rectangulaire	314	480	50	70	RECT
12 D 8      	BE	D   	S	8	0.5	-1	1000	0	12	-1	12 D 8      		Béton simple rectangulaire	334	520	70	85	RECT
12 D 10     	BE	D   	S	10	0.5	-1	1000	0	12	-1	12 D 10     		Béton simple rectangulaire	354	560	70	0	RECT
12 D 12,5   	BE	D   	S	12.5	0.5	-1	1000	0	12	-1	12 D 12,5   		Béton simple rectangulaire	354	560	70	0	RECT
12 D 16     	BE	D   	S	16	0.5	-1	1000	0	12	-1	12 D 16     		Béton simple rectangulaire	374	600	95	0	RECT
12 E 8      	BE	E   	S	8	0	-1	1000	0	12	-1	12 E 8      		Béton simple carré	500	500	70	85	CARRE
12 E 10     	BE	E   	S	10	0	-1	1000	0	12	-1	12 E 10     		Béton simple carré	525	525	70	0	CARRE
12 E 12,5   	BE	E   	S	12.5	0	-1	1000	0	12	-1	12 E 12,5   		Béton simple carré	550	550	70	0	CARRE
12 E 16     	BE	E   	S	16	0	-1	1000	0	12	-1	12 E 16     		Béton simple carré	575	575	95	0	CARRE
12 E 20     	BE	E   	S	20	0	-1	1000	0	12	-1	12 E 20     		Béton simple carré	600	600	130	0	CARRE
12 E 25     	BE	E   	S	25	0	-1	1000	0	12	-1	12 E 25     		Béton simple carré	600	600	150	0	CARRE
12 E 32     	BE	E   	S	32	0	-1	1000	0	12	-1	12 E 32     		Béton simple carré	625	625	175	0	CARRE
12 E 40     	BE	E   	S	40	0	-1	1000	0	12	-1	12 E 40     		Béton simple carré	650	650	195	0	CARRE
12 JE 8     	BE	JE  	S	16	0	-1	1000	0	12	-1	12 JE 8     		Béton carré jumelé	500	1000	95	0	RECTD
12 JE 10    	BE	JE  	S	20	0	-1	1000	0	12	-1	12 JE 10    		Béton carré jumelé	525	1050	130	0	RECTD
12 JE 12,5  	BE	JE  	S	25	0	-1	1000	0	12	-1	12 JE 12,5  		Béton carré jumelé	550	1100	150	0	RECTD
12 JE 16    	BE	JE  	S	32	0	-1	1000	0	12	-1	12 JE 16    		Béton carré jumelé	575	1150	175	0	RECTD
12 JE 20    	BE	JE  	S	40	0	-1	1000	0	12	-1	12 JE 20    		Béton carré jumelé	600	1200	195	0	RECTD
12 JE 25    	BE	JE  	S	50	0	-1	1000	0	12	-1	12 JE 25    		Béton carré jumelé	600	1200	230	0	RECTD
12 JE 32    	BE	JE  	S	64	0	-1	1000	0	12	-1	12 JE 32    		Béton carré jumelé	625	1250	250	0	RECTD
12 JE 40    	BE	JE  	S	80	0	-1	1000	0	12	-1	12 JE 40    		Béton carré jumelé	650	1300	280	0	RECTD
12 A 1,50   	BE	A   	S	1.5	0.35	-1	1000	0	12	-1	12 A 1,50   		Ancien poteau béton simple rectangulaire	196	400	0	0	RECT
12 A 2      	BE	A   	S	2	0.35	-1	1000	0	12	-1	12 A 2      		Ancien poteau béton simple rectangulaire	196	400	0	0	RECT
12 A 2,5    	BE	A   	S	2.5	0.35	-1	1000	0	12	-1	12 A 2,5    		Ancien poteau béton simple rectangulaire	196	400	0	0	RECT
12 A 3      	BE	A   	S	3	0.35	-1	1000	0	12	-1	12 A 3      		Ancien poteau béton simple rectangulaire	212	440	0	0	RECT
12 A 4      	BE	A   	S	4	0.35	-1	1000	0	12	-1	12 A 4      		Ancien poteau béton simple rectangulaire	212	440	0	0	RECT
12 A 5      	BE	A   	S	5	0.35	-1	1000	0	12	-1	12 A 5      		Ancien poteau béton simple rectangulaire	212	440	0	0	RECT
12 A 6,5    	BE	A   	S	6.5	0.35	-1	1000	0	12	-1	12 A 6,5    		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
12 A 8      	BE	A   	S	8	0.35	-1	1000	0	12	-1	12 A 8      		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
12 A 10     	BE	A   	S	10	0.35	-1	1000	0	12	-1	12 A 10     		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
12 A 12,5   	BE	A   	S	12.5	0.35	-1	1000	0	12	-1	12 A 12,5   		Ancien poteau béton simple rectangulaire	244	520	0	0	RECT
12 A 16     	BE	A   	S	16	0.35	-1	1000	0	12	-1	12 A 16     		Ancien poteau béton simple rectangulaire	244	520	0	0	RECT
12 A 20     	BE	A   	S	20	0.35	-1	1000	0	12	-1	12 A 20     		Ancien poteau béton simple rectangulaire	260	560	0	0	RECT
12 A 25     	BE	A   	S	25	0.35	-1	1000	0	12	-1	12 A 25     		Ancien poteau béton simple rectangulaire	260	560	0	0	RECT
12 B 2      	BE	B   	S	2	0.6	-1	1000	0	12	-1	12 B 2      		Ancien poteau béton simple rectangulaire	264	400	0	0	RECT
12 B 2,5    	BE	B   	S	2.5	0.6	-1	1000	0	12	-1	12 B 2,5    		Ancien poteau béton simple rectangulaire	264	400	0	0	RECT
12 B 3      	BE	B   	S	3	0.6	-1	1000	0	12	-1	12 B 3      		Ancien poteau béton simple rectangulaire	264	400	0	0	RECT
12 B 4      	BE	B   	S	4	0.6	-1	1000	0	12	-1	12 B 4      		Ancien poteau béton simple rectangulaire	264	400	0	0	RECT
12 B 5      	BE	B   	S	5	0.6	-1	1000	0	12	-1	12 B 5      		Ancien poteau béton simple rectangulaire	288	440	0	0	RECT
12 B 6,5    	BE	B   	S	6.5	0.6	-1	1000	0	12	-1	12 B 6,5    		Ancien poteau béton simple rectangulaire	288	440	0	0	RECT
12 B 8      	BE	B   	S	8	0.6	-1	1000	0	12	-1	12 B 8      		Ancien poteau béton simple rectangulaire	312	480	0	0	RECT
12 B 10     	BE	B   	S	10	0.6	-1	1000	0	12	-1	12 B 10     		Ancien poteau béton simple rectangulaire	312	480	0	0	RECT
12 B 12,5   	BE	B   	S	12.5	0.6	-1	1000	0	12	-1	12 B 12,5   		Ancien poteau béton simple rectangulaire	312	480	0	0	RECT
12 B 16     	BE	B   	S	16	0.6	-1	1000	0	12	-1	12 B 16     		Ancien poteau béton simple rectangulaire	336	520	0	0	RECT
12 B 20     	BE	B   	S	20	0.6	-1	1000	0	12	-1	12 B 20     		Ancien poteau béton simple rectangulaire	360	560	0	0	RECT
12 B 25     	BE	B   	S	25	0.6	-1	1000	0	12	-1	12 B 25     		Ancien poteau béton simple rectangulaire	384	600	0	0	RECT
12 B 32     	BE	B   	S	32	0.6	-1	1000	0	12	-1	12 B 32     		Ancien poteau béton simple rectangulaire	384	600	0	0	RECT
12 C 1,5    	BE	C   	S	1.5	1	-1	1000	0	12	-1	12 C 1,5    		Ancien poteau béton simple carré ou rond	340	340	0	0	CARRE
12 C 2      	BE	C   	S	2	1	-1	1000	0	12	-1	12 C 2      		Ancien poteau béton simple carré ou rond	340	340	0	0	CARRE
12 C 2,5    	BE	C   	S	2.5	1	-1	1000	0	12	-1	12 C 2,5    		Ancien poteau béton simple carré ou rond	370	370	0	0	CARRE
12 C 3      	BE	C   	S	3	1	-1	1000	0	12	-1	12 C 3      		Ancien poteau béton simple carré ou rond	370	370	0	0	CARRE
12 C 4      	BE	C   	S	4	1	-1	1000	0	12	-1	12 C 4      		Ancien poteau béton simple carré ou rond	370	370	0	0	CARRE
12 C 5      	BE	C   	S	5	1	-1	1000	0	12	-1	12 C 5      		Ancien poteau béton simple carré ou rond	405	405	0	0	CARRE
12 C 6,5    	BE	C   	S	6.5	1	-1	1000	0	12	-1	12 C 6,5    		Ancien poteau béton simple carré ou rond	405	405	0	0	CARRE
12 C 8      	BE	C   	S	8	1	-1	1000	0	12	-1	12 C 8      		Ancien poteau béton simple carré ou rond	440	440	0	0	CARRE
12 C 10     	BE	C   	S	10	1	-1	1000	0	12	-1	12 C 10     		Ancien poteau béton simple carré ou rond	440	440	0	0	CARRE
12 C 12,5   	BE	C   	S	12.5	1	-1	1000	0	12	-1	12 C 12,5   		Ancien poteau béton simple carré ou rond	475	475	0	0	CARRE
12 C 16     	BE	C   	S	16	1	-1	1000	0	12	-1	12 C 16     		Ancien poteau béton simple carré ou rond	510	510	0	0	CARRE
12 C 20     	BE	C   	S	20	1	-1	1000	0	12	-1	12 C 20     		Ancien poteau béton simple carré ou rond	510	510	0	0	CARRE
12 C 25     	BE	C   	S	25	1	-1	1000	0	12	-1	12 C 25     		Ancien poteau béton simple carré ou rond	545	545	0	0	CARRE
12 C 32     	BE	C   	S	32	1	-1	1000	0	12	-1	12 C 32     		Ancien poteau béton simple carré ou rond	580	580	0	0	CARRE
12 C 40     	BE	C   	S	40	1	-1	1000	0	12	-1	12 C 40     		Ancien poteau béton simple carré ou rond	580	580	0	0	CARRE
12 JA 1,50  	BE	JA  	S	3	0.35	-1	1000	0	12	-1	12 JA 1,50  		Ancien poteau béton jumelé	392	400	0	0	RECTD
12 JA 2     	BE	JA  	S	4	0.35	-1	1000	0	12	-1	12 JA 2     		Ancien poteau béton jumelé	392	400	0	0	RECTD
12 JA 2,5   	BE	JA  	S	5	0.35	-1	1000	0	12	-1	12 JA 2,5   		Ancien poteau béton jumelé	392	400	0	0	RECTD
12 JA 3     	BE	JA  	S	6	0.35	-1	1000	0	12	-1	12 JA 3     		Ancien poteau béton jumelé	424	440	0	0	RECTD
12 JA 4     	BE	JA  	S	8	0.35	-1	1000	0	12	-1	12 JA 4     		Ancien poteau béton jumelé	424	440	0	0	RECTD
12 JA 5     	BE	JA  	S	10	0.35	-1	1000	0	12	-1	12 JA 5     		Ancien poteau béton jumelé	424	440	0	0	RECTD
12 JA 6,5   	BE	JA  	S	13	0.35	-1	1000	0	12	-1	12 JA 6,5   		Ancien poteau béton jumelé	456	480	0	0	RECTD
12 JA 8     	BE	JA  	S	16	0.35	-1	1000	0	12	-1	12 JA 8     		Ancien poteau béton jumelé	456	480	0	0	RECTD
12 JA 10    	BE	JA  	S	20	0.35	-1	1000	0	12	-1	12 JA 10    		Ancien poteau béton jumelé	456	480	0	0	RECTD
12 JA 12,5  	BE	JA  	S	25	0.35	-1	1000	0	12	-1	12 JA 12,5  		Ancien poteau béton jumelé	488	520	0	0	RECTD
12 JA 16    	BE	JA  	S	32	0.35	-1	1000	0	12	-1	12 JA 16    		Ancien poteau béton jumelé	488	520	0	0	RECTD
12 JA 20    	BE	JA  	S	40	0.35	-1	1000	0	12	-1	12 JA 20    		Ancien poteau béton jumelé	520	560	0	0	RECTD
12 JA 25    	BE	JA  	S	50	0.35	-1	1000	0	12	-1	12 JA 25    		Ancien poteau béton jumelé	520	560	0	0	RECTD
12 JB 2     	BE	JB  	S	4	0.6	-1	1000	0	12	-1	12 JB 2     		Ancien poteau béton jumelé	528	400	0	0	RECTD
12 JB 2,5   	BE	JB  	S	5	0.6	-1	1000	0	12	-1	12 JB 2,5   		Ancien poteau béton jumelé	528	400	0	0	RECTD
12 JB 3     	BE	JB  	S	6	0.6	-1	1000	0	12	-1	12 JB 3     		Ancien poteau béton jumelé	528	400	0	0	RECTD
12 JB 4     	BE	JB  	S	8	0.6	-1	1000	0	12	-1	12 JB 4     		Ancien poteau béton jumelé	528	400	0	0	RECTD
12 JB 5     	BE	JB  	S	10	0.6	-1	1000	0	12	-1	12 JB 5     		Ancien poteau béton jumelé	576	440	0	0	RECTD
12 JB 6,5   	BE	JB  	S	13	0.6	-1	1000	0	12	-1	12 JB 6,5   		Ancien poteau béton jumelé	576	440	0	0	RECTD
12 JB 8     	BE	JB  	S	16	0.6	-1	1000	0	12	-1	12 JB 8     		Ancien poteau béton jumelé	624	480	0	0	RECTD
12 JB 10    	BE	JB  	S	20	0.6	-1	1000	0	12	-1	12 JB 10    		Ancien poteau béton jumelé	624	480	0	0	RECTD
12 JB 12,5  	BE	JB  	S	25	0.6	-1	1000	0	12	-1	12 JB 12,5  		Ancien poteau béton jumelé	624	480	0	0	RECTD
12 JB 16    	BE	JB  	S	32	0.6	-1	1000	0	12	-1	12 JB 16    		Ancien poteau béton jumelé	672	520	0	0	RECTD
12 JB 20    	BE	JB  	S	40	0.6	-1	1000	0	12	-1	12 JB 20    		Ancien poteau béton jumelé	720	560	0	0	RECTD
12 JB 25    	BE	JB  	S	50	0.6	-1	1000	0	12	-1	12 JB 25    		Ancien poteau béton jumelé	768	600	0	0	RECTD
12 JC 1,5   	BE	JC  	S	3	1	-1	1000	0	12	-1	12 JC 1,5   		Ancien poteau béton jumelé	340	680	0	0	RECTD
12 JC 2     	BE	JC  	S	4	1	-1	1000	0	12	-1	12 JC 2     		Ancien poteau béton jumelé	340	680	0	0	RECTD
12 JC 2,5   	BE	JC  	S	5	1	-1	1000	0	12	-1	12 JC 2,5   		Ancien poteau béton jumelé	370	740	0	0	RECTD
12 JC 3     	BE	JC  	S	6	1	-1	1000	0	12	-1	12 JC 3     		Ancien poteau béton jumelé	370	740	0	0	RECTD
12 JC 4     	BE	JC  	S	8	1	-1	1000	0	12	-1	12 JC 4     		Ancien poteau béton jumelé	370	740	0	0	RECTD
12 JC 5     	BE	JC  	S	10	1	-1	1000	0	12	-1	12 JC 5     		Ancien poteau béton jumelé	405	810	0	0	RECTD
12 JC 6,5   	BE	JC  	S	13	1	-1	1000	0	12	-1	12 JC 6,5   		Ancien poteau béton jumelé	405	810	0	0	RECTD
12 JC 8     	BE	JC  	S	16	1	-1	1000	0	12	-1	12 JC 8     		Ancien poteau béton jumelé	440	880	0	0	RECTD
12 JC 10    	BE	JC  	S	20	1	-1	1000	0	12	-1	12 JC 10    		Ancien poteau béton jumelé	440	880	0	0	RECTD
12 JC 12,5  	BE	JC  	S	25	1	-1	1000	0	12	-1	12 JC 12,5  		Ancien poteau béton jumelé	475	950	0	0	RECTD
12 JC 16    	BE	JC  	S	32	1	-1	1000	0	12	-1	12 JC 16    		Ancien poteau béton jumelé	510	1020	0	0	RECTD
12 JC 20    	BE	JC  	S	40	1	-1	1000	0	12	-1	12 JC 20    		Ancien poteau béton jumelé	510	1020	0	0	RECTD
12 JC 25    	BE	JC  	S	50	1	-1	1000	0	12	-1	12 JC 25    		Ancien poteau béton jumelé	545	1090	0	0	RECTD
12 JD 2,5   	BE	JD  	S	5	0.5	-1	1000	0	12	-1	12 JD 2,5   		Béton rectangulaire jumelé	548	400	70	70	RECTD
12 JD 3,2   	BE	JD  	S	6.5	0.5	-1	1000	0	12	-1	12 JD 3,2   		Béton rectangulaire jumelé	588	440	80	80	RECTD
12 JD 4     	BE	JD  	S	8	0.5	-1	1000	0	12	-1	12 JD 4     		Béton rectangulaire jumelé	588	440	80	85	RECTD
12 JD 5     	BE	JD  	S	10	0.5	-1	1000	0	12	-1	12 JD 5     		Béton rectangulaire jumelé	628	480	80	0	RECTD
12 JD 6,5   	BE	JD  	S	12.5	0.5	-1	1000	0	12	-1	12 JD 6,5   		Béton rectangulaire jumelé	628	480	80	0	RECTD
12 JD 8     	BE	JD  	S	16	0.5	-1	1000	0	12	-1	12 JD 8     		Béton rectangulaire jumelé	668	520	95	0	RECTD
12 JD 10    	BE	JD  	S	20	0.5	-1	1000	0	12	-1	12 JD 10    		Béton rectangulaire jumelé	708	560	130	0	RECTD
12 JD 12,5  	BE	JD  	S	25	0.5	-1	1000	0	12	-1	12 JD 12,5  		Béton rectangulaire jumelé	708	560	150	0	RECTD
12 JD 16    	BE	JD  	S	32	0.5	-1	1000	0	12	-1	12 JD 16    		Béton rectangulaire jumelé	748	600	175	0	RECTD
12 ER 8     	BE	ER  	S	8	0	-1	1000	0	12	-1	12 ER 8     		Béton simple carré	525	525	70	85	CARRE
12 ER 10    	BE	ER  	S	10	0	-1	1000	0	12	-1	12 ER 10    		Béton simple carré	550	550	70	0	CARRE
12 ER 12,5  	BE	ER  	S	12.5	0	-1	1000	0	12	-1	12 ER 12,5  		Béton simple carré	575	575	70	0	CARRE
12 ER 16    	BE	ER  	S	16	0	-1	1000	0	12	-1	12 ER 16    		Béton simple carré	600	600	95	0	CARRE
12 ER 20    	BE	ER  	S	20	0	-1	1000	0	12	-1	12 ER 20    		Béton simple carré	625	625	130	0	CARRE
12 JER 8    	BE	JER 	S	16	0	-1	1000	0	12	-1	12 JER 8    		Béton carré jumelé	525	1050	95	0	RECTD
12 JER 10   	BE	JER 	S	20	0	-1	1000	0	12	-1	12 JER 10   		Béton carré jumelé	550	1100	130	0	RECTD
12 JER 12,5 	BE	JER 	S	25	0	-1	1000	0	12	-1	12 JER 12,5 		Béton carré jumelé	575	1150	150	0	RECTD
12 JER 16   	BE	JER 	S	32	0	-1	1000	0	12	-1	12 JER 16   		Béton carré jumelé	600	1200	175	0	RECTD
12 JER 20   	BE	JER 	S	40	0	-1	1000	0	12	-1	12 JER 20   		Béton carré jumelé	625	1250	195	0	RECTD
13 S 1      	BO	S   	S	1	0	0.35	0	0	13	-1	13 S 1      		Simple bois	217	217	40	40	RONDBT
13 S 1,4    	BO	S   	S	1.4	0	0.45	0	0	13	-1	13 S 1,4    		Simple bois	237	237	40	40	RONDBT
13 S 1,9    	BO	S   	S	1.9	0	0.65	0	0	13	-1	13 S 1,9    		Simple bois	257	257	40	40	RONDBT
13 S 2,55   	BO	S   	S	2.55	0	0.85	0	0	13	-1	13 S 2,55   		Simple bois	278	278	45	45	RONDBT
13 S 3,25   	BO	S   	S	3.25	0	1.1	0	0	13	-1	13 S 3,25   		Simple bois	298	298	50	60	RONDBT
13 S 4,3    	BO	S   	S	4.3	0	1.5	0	0	13	-1	13 S 4,3    		Simple bois	323	323	70	90	RONDBT
13 S 5,5    	BO	S   	S	5.5	0	2	0	0	13	-1	13 S 5,5    		Simple bois	348	348	80	0	RONDBT
13 JS 1     	BO	JS  	S	2.55	0.85	1	0.66	0	13	-1	13 JS 1     		Jumelé bois	217	434	45	45	RONDD
13 JS 1,4   	BO	JS  	S	3.2	0.85	1.4	0.66	0	13	-1	13 JS 1,4   		Jumelé bois	237	474	55	70	RONDD
13 JS 1,9   	BO	JS  	S	5	0.85	2	0.66	0	13	-1	13 JS 1,9   		Jumelé bois	257	514	75	0	RONDD
13 JS 2,55  	BO	JS  	S	6.5	0.85	2.6	0.66	0	13	-1	13 JS 2,55  		Jumelé bois	278	556	90	0	RONDD
13 JS 3,25  	BO	JS  	S	8	0.85	3.3	0.66	0	13	-1	13 JS 3,25  		Jumelé bois	298	596	120	0	RONDD
13 JS 4,3   	BO	JS  	S	10.1	0.85	4.3	0.66	0	13	-1	13 JS 4,3   		Jumelé bois	323	646	130	0	RONDD
13 JS 5,5   	BO	JS  	S	14	0.85	5.5	0.66	0	13	-1	13 JS 5,5   		Jumelé bois	348	696	140	0	RONDD
13 CFY 1,4  	BO	CFY 	S	6.5	0.5	6.5	0.15	0	13	-1	13 CFY 1,4  		Contrefiché bois    	474	474	0	0	RONDD
13 CFY 2,55 	BO	CFY 	S	10	0.5	10	0.15	0	13	-1	13 CFY 2,55 		Contrefiché bois    	556	556	30	35	RONDD
13 CFZ 1,4  	BO	CFZ 	S	9.3	0.35	9.3	0.1	0	13	-1	13 CFZ 1,4  		Contrefiché bois    	474	474	30	35	RONDD
13 CFZ 2,55 	BO	CFZ 	S	16	0.35	16	0.1	0	13	-1	13 CFZ 2,55 		Contrefiché bois    	556	556	40	50	RONDD
13 HS 1,9   	BO	HS  	S	12.5	0.1	16	0.04	0	13	-1	13 HS 1,9   		Haubané bois	257	257	40	40	RONDH
13 HS 2,55  	BO	HS  	S	20	0.1	20	0.04	0	13	-1	13 HS 2,55  		Haubané bois	278	278	45	45	RONDH
13 HS 3,25  	BO	HS  	S	25	0.1	25	0.04	0	13	-1	13 HS 3,25  		Haubané bois	298	298	50	60	RONDH
13 CH 1,9   	BO	CH  	S	16	0.25	16	0.09	0	13	-1	13 CH 1,9   		Chevron bois       	496	496	45	55	RONDD
13 CH 2,55  	BO	CH  	S	16	0.25	20	0.09	0	13	-1	13 CH 2,55  		Chevron bois       	536	536	55	70	RONDD
13 CH 3,25  	BO	CH  	S	25	0.25	25	0.09	0	13	-1	13 CH 3,25  		Chevron bois       	576	576	65	85	RONDD
13 D 3,2    	BE	D   	S	3.2	0.5	-1	1000	0	13	-1	13 D 3,2    		Béton simple rectangulaire	306	460	50	70	RECT
13 D 4      	BE	D   	S	4	0.5	-1	1000	0	13	-1	13 D 4      		Béton simple rectangulaire	306	460	50	70	RECT
13 D 5      	BE	D   	S	5	0.5	-1	1000	0	13	-1	13 D 5      		Béton simple rectangulaire	326	500	50	75	RECT
13 D 6,5    	BE	D   	S	6.5	0.5	-1	1000	0	13	-1	13 D 6,5    		Béton simple rectangulaire	326	500	50	75	RECT
13 D 8      	BE	D   	S	8	0.5	-1	1000	0	13	-1	13 D 8      		Béton simple rectangulaire	346	540	70	90	RECT
13 D 10     	BE	D   	S	10	0.5	-1	1000	0	13	-1	13 D 10     		Béton simple rectangulaire	366	580	70	0	RECT
13 D 12,5   	BE	D   	S	12.5	0.5	-1	1000	0	13	-1	13 D 12,5   		Béton simple rectangulaire	366	580	80	0	RECT
13 D 16     	BE	D   	S	16	0.5	-1	1000	0	13	-1	13 D 16     		Béton simple rectangulaire	386	620	100	0	RECT
13 E 8      	BE	E   	S	8	0	-1	1000	0	13	-1	13 E 8      		Béton simple carré	525	525	70	90	CARRE
13 E 10     	BE	E   	S	10	0	-1	1000	0	13	-1	13 E 10     		Béton simple carré	550	550	70	0	CARRE
13 E 12,5   	BE	E   	S	12.5	0	-1	1000	0	13	-1	13 E 12,5   		Béton simple carré	575	575	80	0	CARRE
13 E 16     	BE	E   	S	16	0	-1	1000	0	13	-1	13 E 16     		Béton simple carré	600	600	100	0	CARRE
13 E 20     	BE	E   	S	20	0	-1	1000	0	13	-1	13 E 20     		Béton simple carré	625	625	130	0	CARRE
13 E 25     	BE	E   	S	25	0	-1	1000	0	13	-1	13 E 25     		Béton simple carré	625	625	150	0	CARRE
13 E 32     	BE	E   	S	32	0	-1	1000	0	13	-1	13 E 32     		Béton simple carré	650	650	180	0	CARRE
13 E 40     	BE	E   	S	40	0	-1	1000	0	13	-1	13 E 40     		Béton simple carré	675	675	200	0	CARRE
13 JE 8     	BE	JE  	S	16	0	-1	1000	0	13	-1	13 JE 8     		Béton carré jumelé	525	1050	100	0	RECTD
13 JE 10    	BE	JE  	S	20	0	-1	1000	0	13	-1	13 JE 10    		Béton carré jumelé	550	1100	130	0	RECTD
13 JE 12,5  	BE	JE  	S	25	0	-1	1000	0	13	-1	13 JE 12,5  		Béton carré jumelé	575	1150	150	0	RECTD
13 JE 16    	BE	JE  	S	32	0	-1	1000	0	13	-1	13 JE 16    		Béton carré jumelé	600	1200	180	0	RECTD
13 JE 20    	BE	JE  	S	40	0	-1	1000	0	13	-1	13 JE 20    		Béton carré jumelé	625	1250	200	0	RECTD
13 JE 25    	BE	JE  	S	50	0	-1	1000	0	13	-1	13 JE 25    		Béton carré jumelé	625	1250	230	0	RECTD
13 JE 32    	BE	JE  	S	64	0	-1	1000	0	13	-1	13 JE 32    		Béton carré jumelé	650	1300	270	0	RECTD
13 JE 40    	BE	JE  	S	80	0	-1	1000	0	13	-1	13 JE 40    		Béton carré jumelé	675	1350	290	0	RECTD
13 A 1,50   	BE	A   	S	1.5	0.35	-1	1000	0	13	-1	13 A 1,50   		Ancien poteau béton simple rectangulaire	204	420	0	0	RECT
13 A 2      	BE	A   	S	2	0.35	-1	1000	0	13	-1	13 A 2      		Ancien poteau béton simple rectangulaire	204	420	0	0	RECT
13 A 2,5    	BE	A   	S	2.5	0.35	-1	1000	0	13	-1	13 A 2,5    		Ancien poteau béton simple rectangulaire	204	420	0	0	RECT
13 A 3      	BE	A   	S	3	0.35	-1	1000	0	13	-1	13 A 3      		Ancien poteau béton simple rectangulaire	220	460	0	0	RECT
13 A 4      	BE	A   	S	4	0.35	-1	1000	0	13	-1	13 A 4      		Ancien poteau béton simple rectangulaire	220	460	0	0	RECT
13 A 5      	BE	A   	S	5	0.35	-1	1000	0	13	-1	13 A 5      		Ancien poteau béton simple rectangulaire	220	460	0	0	RECT
13 A 6,5    	BE	A   	S	6.5	0.35	-1	1000	0	13	-1	13 A 6,5    		Ancien poteau béton simple rectangulaire	236	500	0	0	RECT
13 A 8      	BE	A   	S	8	0.35	-1	1000	0	13	-1	13 A 8      		Ancien poteau béton simple rectangulaire	236	500	0	0	RECT
13 A 10     	BE	A   	S	10	0.35	-1	1000	0	13	-1	13 A 10     		Ancien poteau béton simple rectangulaire	236	500	0	0	RECT
13 A 12,5   	BE	A   	S	12.5	0.35	-1	1000	0	13	-1	13 A 12,5   		Ancien poteau béton simple rectangulaire	252	540	0	0	RECT
13 A 16     	BE	A   	S	16	0.35	-1	1000	0	13	-1	13 A 16     		Ancien poteau béton simple rectangulaire	252	540	0	0	RECT
